mode,num_agents,seed,status,returncode,completed_tasks,throughput_per_step,mean_solver_time,total_solver_time,planning_calls
learned,96,10,ok,0,347,1.35546875,0.04364803125000002,11.173896000000004,256
learned,96,11,ok,0,329,1.28515625,0.047288691406249986,12.105904999999996,256
learned,96,12,ok,0,350,1.3671875,0.0473813046875,12.129614,256
learned,96,13,ok,0,358,1.3984375,0.04475832031250001,11.458130000000002,256
learned,96,14,ok,0,328,1.28125,0.046833304687500014,11.989326000000004,256
learned,96,15,ok,0,334,1.3046875,0.04755412499999999,12.173855999999997,256
learned,96,16,ok,0,342,1.3359375,0.053416488281249994,13.674620999999998,256
learned,96,17,ok,0,338,1.3203125,0.046827925781249995,11.987948999999999,256
learned,96,18,ok,0,351,1.37109375,0.05127257421875001,13.125779000000003,256
learned,96,19,ok,0,342,1.3359375,0.049625960937500053,12.704246000000014,256
learned,128,10,ok,0,444,1.734375,0.09683057812499997,24.788627999999992,256
learned,128,11,ok,0,410,1.6015625,0.13691140624999995,35.04931999999999,256
learned,128,12,ok,0,453,1.76953125,0.13064860937500006,33.446044000000015,256
learned,128,13,ok,0,445,1.73828125,0.10414705859374995,26.661646999999988,256
learned,128,14,ok,0,434,1.6953125,0.10530996093750002,26.959350000000004,256
learned,128,15,ok,0,449,1.75390625,0.14422522656250006,36.921658000000015,256
learned,128,16,ok,0,424,1.65625,0.15667890624999997,40.10979999999999,256
learned,128,17,ok,0,435,1.69921875,0.11076962890625001,28.357025000000004,256
learned,128,18,ok,0,440,1.71875,0.12343712500000004,31.59990400000001,256
learned,128,19,ok,0,417,1.62890625,0.13607417578125,34.834989,256
learned,160,10,ok,0,481,1.87890625,0.3922761640625003,100.42269800000008,256
learned,160,11,ok,0,474,1.8515625,0.3396096132812502,86.94006100000006,256
learned,160,12,ok,0,488,1.90625,0.4110429335937501,105.22699100000003,256
learned,160,13,ok,0,510,1.9921875,0.4307101562500001,110.26180000000002,256
learned,160,14,ok,0,483,1.88671875,0.3794635234374999,97.14266199999997,256
learned,160,15,ok,0,515,2.01171875,0.2907439414062498,74.43044899999995,256
learned,160,16,ok,0,478,1.8671875,0.5379220468750004,137.70804400000011,256
learned,160,17,ok,0,495,1.93359375,0.3053388984374999,78.16675799999997,256
learned,160,18,ok,0,481,1.87890625,0.475986953125,121.85266,256
learned,160,19,ok,0,519,2.02734375,0.2727640546875002,69.82759800000005,256
learned,192,10,ok,0,547,2.13671875,0.8225218671874994,210.56559799999985,256
learned,192,11,ok,0,545,2.12890625,0.74834305078125,191.575821,256
learned,192,12,ok,0,568,2.21875,0.6375096210937504,163.2024630000001,256
learned,192,13,ok,0,550,2.1484375,0.8419345078125006,215.53523400000014,256
learned,192,14,ok,0,576,2.25,0.66099701953125,169.215237,256
learned,192,15,ok,0,555,2.16796875,0.9117581054687496,233.4100749999999,256
learned,192,16,ok,0,572,2.234375,0.9433644218749991,241.50129199999978,256
learned,192,17,ok,0,570,2.2265625,0.8054457070312496,206.1941009999999,256
learned,192,18,ok,0,568,2.21875,0.8466540468750001,216.74343600000003,256
learned,192,19,ok,0,563,2.19921875,0.76896376171875,196.854723,256
learned,224,10,ok,0,578,2.2578125,1.7010168710937492,435.4603189999998,256
learned,224,11,ok,0,540,2.109375,1.742804312500001,446.15790400000026,256
learned,224,12,ok,0,643,2.51171875,1.8584662773437506,475.76736700000015,256
learned,224,13,ok,0,625,2.44140625,1.4599630195312494,373.75053299999985,256
learned,224,14,ok,0,595,2.32421875,1.4705478632812499,376.46025299999997,256
learned,224,15,ok,0,626,2.4453125,1.6205106289062499,414.85072099999996,256
learned,224,16,ok,0,610,2.3828125,1.9287619414062502,493.76305700000006,256
learned,224,17,ok,0,610,2.3828125,1.4088126835937496,360.6560469999999,256
learned,224,18,ok,0,612,2.390625,1.499634695312501,383.90648200000027,256
learned,224,19,ok,0,613,2.39453125,1.4514961367187507,371.58301100000017,256
