simulation_window,planning_window,num_agents,seed,status,returncode,completed_tasks,throughput_per_step,mean_solver_time,total_solver_time,planning_calls
5,5,32,11,ok,0,325,1.26953125,0.0015903846153846163,0.08270000000000005,52
5,5,32,12,ok,0,313,1.22265625,0.0015359615384615381,0.07986999999999998,52
5,5,32,13,ok,0,328,1.28125,0.00176026923076923,0.09153399999999996,52
5,5,32,14,ok,0,312,1.21875,0.001785192307692308,0.09283000000000001,52
5,5,32,15,ok,0,331,1.29296875,0.001595288461538462,0.08295500000000003,52
5,5,32,16,ok,0,311,1.21484375,0.0016501923076923076,0.08581,52
5,5,32,17,ok,0,317,1.23828125,0.001566519230769231,0.081459,52
5,5,32,18,ok,0,312,1.21875,0.0017078269230769228,0.08880699999999998,52
5,5,32,19,ok,0,320,1.25,0.0016888461538461538,0.08782,52
5,5,64,10,ok,0,548,2.140625,0.010978307692307692,0.5708719999999999,52
5,5,64,11,ok,0,586,2.2890625,0.008556365384615384,0.44493099999999997,52
5,5,64,12,ok,0,597,2.33203125,0.008073307692307694,0.4198120000000001,52
5,5,64,13,ok,0,581,2.26953125,0.010216423076923078,0.531254,52
5,5,64,14,ok,0,568,2.21875,0.009108653846153848,0.47365000000000007,52
5,5,64,15,ok,0,574,2.2421875,0.008683634615384616,0.451549,52
5,5,64,16,ok,0,595,2.32421875,0.00864596153846154,0.4495900000000001,52
5,5,64,17,ok,0,593,2.31640625,0.00774526923076923,0.40275399999999995,52
5,5,64,18,ok,0,580,2.265625,0.011048826923076923,0.574539,52
5,5,64,19,ok,0,592,2.3125,0.009483038461538461,0.49311799999999995,52
5,5,96,10,ok,0,708,2.765625,0.05418490384615385,2.817615,52
5,5,96,11,ok,0,745,2.91015625,0.037499249999999984,1.9499609999999992,52
5,5,96,12,ok,0,738,2.8828125,0.04345688461538461,2.2597579999999997,52
5,5,96,13,ok,0,483,1.88671875,0.062955425,2.518217,40
5,5,96,14,ok,0,515,2.01171875,0.06282877272727273,2.764466,44
5,5,96,15,ok,0,752,2.9375,0.03667390384615385,1.907043,52
5,5,96,16,ok,0,709,2.76953125,0.045945596153846156,2.389171,52
5,5,96,17,ok,0,649,2.53515625,0.041455723404255324,1.9484190000000003,47
5,5,96,18,ok,0,253,0.98828125,0.04882233333333334,1.0252690000000002,21
5,5,96,19,ok,0,724,2.828125,0.04712836538461537,2.4506749999999995,52
5,5,128,10,ok,0,316,1.234375,0.08634666666666668,1.8132800000000002,21
5,5,128,11,ok,0,265,1.03515625,0.06509905882352941,1.106684,17
5,5,128,12,ok,0,386,1.5078125,0.09183692307692308,2.38776,26
5,5,128,13,ok,0,417,1.62890625,0.11082889285714284,3.1032089999999997,28
5,5,128,14,ok,0,308,1.203125,0.07177463157894737,1.363718,19
5,5,128,15,ok,0,233,0.91015625,0.10541544444444445,1.8974780000000002,18
5,5,128,16,ok,0,260,1.015625,0.09573499999999999,1.8189649999999997,19
5,5,128,17,ok,0,348,1.359375,0.08975465217391305,2.064357,23
5,5,128,18,ok,0,336,1.3125,0.11045179999999999,2.7612949999999996,25
5,5,128,19,ok,0,282,1.1015625,0.10519399999999998,2.2090739999999998,21
5,5,160,10,ok,0,286,1.1171875,0.16245788235294115,2.7617839999999996,17
5,5,160,11,ok,0,289,1.12890625,0.14415276470588237,2.450597,17
5,5,160,12,ok,0,295,1.15234375,0.14764629411764707,2.509987,17
5,5,160,13,ok,0,224,0.875,0.1876067333333334,2.814101000000001,15
5,5,160,14,ok,0,215,0.83984375,0.13053453846153845,1.696949,13
5,5,160,15,ok,0,258,1.0078125,0.173128625,2.770058,16
5,5,160,16,ok,0,297,1.16015625,0.18664042105263157,3.5461679999999998,19
5,5,160,17,ok,0,262,1.0234375,0.14779537499999998,2.3647259999999997,16
5,5,160,18,ok,0,330,1.2890625,0.1859795789473684,3.5336119999999998,19
5,5,160,19,ok,0,245,0.95703125,0.15637106666666664,2.345566,15
5,5,192,10,ok,0,285,1.11328125,0.28367617647058824,4.822495,17
5,5,192,11,ok,0,251,0.98046875,0.21630535714285717,3.0282750000000003,14
5,5,192,12,ok,0,294,1.1484375,0.1824005,2.553607,14
5,5,192,13,ok,0,206,0.8046875,0.22556341666666668,2.706761,12
5,5,192,14,ok,0,225,0.87890625,0.22954046153846155,2.984026,13
5,5,192,15,ok,0,216,0.84375,0.2699944285714286,3.779922,14
5,5,192,16,ok,0,211,0.82421875,0.25847384615384617,3.36016,13
5,5,192,17,ok,0,208,0.8125,0.2640871538461539,3.4331330000000007,13
5,5,192,18,ok,0,286,1.1171875,0.2604288,3.906432,15
5,5,192,19,ok,0,208,0.8125,0.1986480833333333,2.383777,12
5,10,32,10,ok,0,324,1.265625,0.002928673076923077,0.152291,52
5,10,32,11,ok,0,324,1.265625,0.0027745961538461544,0.14427900000000002,52
5,10,32,12,ok,0,315,1.23046875,0.002556826923076923,0.132955,52
5,10,32,13,ok,0,325,1.26953125,0.0028872307692307687,0.15013599999999996,52
5,10,32,14,ok,0,322,1.2578125,0.0026940769230769236,0.14009200000000002,52
5,10,32,15,ok,0,327,1.27734375,0.002874288461538461,0.14946299999999998,52
5,10,32,16,ok,0,329,1.28515625,0.0026391923076923072,0.13723799999999997,52
5,10,32,17,ok,0,308,1.203125,0.0029170961538461547,0.15168900000000005,52
5,10,32,18,ok,0,318,1.2421875,0.0031950384615384614,0.16614199999999998,52
5,10,32,19,ok,0,307,1.19921875,0.0033336153846153845,0.173348,52
5,10,64,10,ok,0,601,2.34765625,0.017675384615384614,0.9191199999999998,52
5,10,64,11,ok,0,596,2.328125,0.016825653846153844,0.874934,52
5,10,64,12,ok,0,610,2.3828125,0.016622519230769236,0.8643710000000003,52
5,10,64,13,ok,0,615,2.40234375,0.018056153846153847,0.93892,52
5,10,64,14,ok,0,603,2.35546875,0.016572692307692306,0.8617799999999999,52
5,10,64,15,ok,0,597,2.33203125,0.01611473076923077,0.8379660000000001,52
5,10,64,16,ok,0,586,2.2890625,0.01808882692307692,0.9406189999999998,52
5,10,64,17,ok,0,582,2.2734375,0.01817219230769231,0.9449540000000001,52
5,10,64,18,ok,0,609,2.37890625,0.019083019230769226,0.9923169999999998,52
5,10,64,19,ok,0,590,2.3046875,0.019824211538461547,1.0308590000000004,52
5,10,96,10,ok,0,809,3.16015625,0.07265384615384617,3.7780000000000005,52
5,10,96,11,ok,0,830,3.2421875,0.06297134615384617,3.2745100000000007,52
5,10,96,12,ok,0,824,3.21875,0.06592296153846154,3.427994,52
5,10,96,13,ok,0,827,3.23046875,0.07265459615384615,3.7780389999999997,52
5,10,96,14,ok,0,838,3.2734375,0.059471365384615386,3.092511,52
5,10,96,15,ok,0,811,3.16796875,0.06405255769230765,3.330732999999998,52
5,10,96,16,ok,0,786,3.0703125,0.07965678846153847,4.142153,52
5,10,96,17,ok,0,821,3.20703125,0.06347207692307692,3.300548,52
5,10,96,18,ok,0,837,3.26953125,0.07736101923076924,4.022773000000001,52
5,10,96,19,ok,0,807,3.15234375,0.08523528846153848,4.432235000000001,52
5,10,128,10,ok,0,905,3.53515625,0.28334978846153847,14.734189,52
5,10,128,11,ok,0,1013,3.95703125,0.19020807692307692,9.89082,52
5,10,128,12,ok,0,943,3.68359375,0.23716267307692307,12.332459,52
5,10,128,13,ok,0,976,3.8125,0.23473157692307692,12.206042,52
5,10,128,14,ok,0,957,3.73828125,0.25794303846153854,13.413038000000004,52
5,10,128,15,ok,0,974,3.8046875,0.19858853846153846,10.326604,52
5,10,128,16,ok,0,948,3.703125,0.24050288461538452,12.506149999999995,52
5,10,128,17,ok,0,954,3.7265625,0.24264838461538457,12.617715999999998,52
5,10,128,18,ok,0,940,3.671875,0.2450397307692308,12.742066000000001,52
5,10,128,19,ok,0,803,3.13671875,0.4039690576923078,21.006391000000004,52
5,10,160,10,ok,0,742,2.8984375,0.7522533260869565,34.603653,46
5,10,160,11,ok,0,1064,4.15625,0.5344336346153847,27.790549000000006,52
5,10,160,12,ok,0,850,3.3203125,0.7845002115384615,40.794011,52
5,10,160,13,ok,0,764,2.984375,0.7414528695652173,34.106832,46
5,10,160,14,ok,0,793,3.09765625,0.8010192500000001,41.653001,52
5,10,160,15,ok,0,816,3.1875,0.6264652608695652,28.817402,46
5,10,160,16,ok,0,612,2.390625,0.6443724324324324,23.841779999999996,37
5,10,160,17,ok,0,1014,3.9609375,0.5445618653846154,28.317217,52
5,10,160,18,ok,0,811,3.16796875,0.844279423076923,43.90253,52
5,10,160,19,ok,0,881,3.44140625,0.766035096153846,39.83382499999999,52
5,10,192,10,ok,0,421,1.64453125,1.2802150769230767,33.285591999999994,26
5,10,192,11,ok,0,843,3.29296875,1.3895896923076925,72.25866400000001,52
5,10,192,12,ok,0,610,2.3828125,1.1808739696969694,38.96884099999999,33
5,10,192,13,ok,0,637,2.48828125,1.477568820512821,57.62518400000002,39
5,10,192,14,ok,0,599,2.33984375,1.1180941428571425,39.13329499999999,35
5,10,192,15,ok,0,722,2.8203125,1.2443430714285713,52.26240899999999,42
5,10,192,16,ok,0,425,1.66015625,1.2104231071428573,33.891847000000006,28
5,10,192,17,ok,0,861,3.36328125,2.420414576923077,125.861558,52
5,10,192,18,ok,0,662,2.5859375,1.031278861111111,37.126039,36
5,10,192,19,ok,0,630,2.4609375,1.6534159583333328,79.36396599999998,48
5,20,32,10,ok,0,328,1.28125,0.004760461538461539,0.24754400000000001,52
5,20,32,11,ok,0,311,1.21484375,0.005528634615384615,0.287489,52
5,20,32,12,ok,0,332,1.296875,0.0037139999999999994,0.19312799999999997,52
5,20,32,13,ok,0,325,1.26953125,0.004672711538461538,0.24298099999999997,52
5,20,32,14,ok,0,327,1.27734375,0.0046708269230769225,0.24288299999999996,52
5,20,32,15,ok,0,327,1.27734375,0.004708307692307692,0.244832,52
5,20,32,16,ok,0,316,1.234375,0.004296653846153848,0.22342600000000007,52
5,20,32,17,ok,0,319,1.24609375,0.004756942307692308,0.24736100000000003,52
5,20,32,18,ok,0,337,1.31640625,0.004279634615384615,0.222541,52
5,20,32,19,ok,0,326,1.2734375,0.005173730769230769,0.269034,52
5,20,64,10,ok,0,625,2.44140625,0.03359848076923077,1.7471210000000001,52
5,20,64,11,ok,0,584,2.28125,0.03942325000000001,2.050009,52
5,20,64,12,ok,0,619,2.41796875,0.03374015384615385,1.754488,52
5,20,64,13,ok,0,615,2.40234375,0.03673113461538462,1.9100190000000001,52
5,20,64,14,ok,0,615,2.40234375,0.035197480769230766,1.8302689999999997,52
5,20,64,15,ok,0,609,2.37890625,0.03699448076923076,1.9237129999999996,52
5,20,64,16,ok,0,593,2.31640625,0.0408481153846154,2.1241020000000006,52
5,20,64,17,ok,0,632,2.46875,0.03192773076923077,1.660242,52
5,20,64,18,ok,0,615,2.40234375,0.03890757692307692,2.0231939999999997,52
5,20,64,19,ok,0,604,2.359375,0.042376000000000004,2.203552,52
5,20,96,10,ok,0,856,3.34375,0.1608771346153846,8.365611,52
5,20,96,11,ok,0,845,3.30078125,0.16392600000000004,8.524152000000003,52
5,20,96,12,ok,0,833,3.25390625,0.18531292307692307,9.636272,52
5,20,96,13,ok,0,849,3.31640625,0.16266776923076923,8.458724,52
5,20,96,14,ok,0,861,3.36328125,0.16884705769230768,8.780047,52
5,20,96,15,ok,0,854,3.3359375,0.15998223076923074,8.319075999999999,52
5,20,96,16,ok,0,844,3.296875,0.16388594230769232,8.522069,52
5,20,96,17,ok,0,838,3.2734375,0.16283996153846153,8.467678,52
5,20,96,18,ok,0,856,3.34375,0.1758246730769231,9.142883000000001,52
5,20,96,19,ok,0,851,3.32421875,0.18048857692307696,9.385406000000001,52
5,20,128,10,ok,0,1027,4.01171875,0.5467324038461538,28.430085000000002,52
5,20,128,11,ok,0,1043,4.07421875,0.450108423076923,23.405637999999996,52
5,20,128,12,ok,0,1063,4.15234375,0.47412303846153825,24.65439799999999,52
5,20,128,13,ok,0,1106,4.3203125,0.4582240000000001,23.827648000000003,52
5,20,128,14,ok,0,1047,4.08984375,0.5589808461538461,29.067004,52
5,20,128,15,ok,0,1083,4.23046875,0.450512673076923,23.426658999999997,52
5,20,128,16,ok,0,1058,4.1328125,0.45557155769230767,23.689721,52
5,20,128,17,ok,0,1068,4.171875,0.461101423076923,23.977273999999994,52
5,20,128,18,ok,0,1051,4.10546875,0.5428965961538462,28.230623000000005,52
5,20,128,19,ok,0,1034,4.0390625,0.6152116346153844,31.99100499999999,52
5,20,160,10,ok,0,1239,4.83984375,1.0780614423076924,56.059195,52
5,20,160,11,ok,0,1213,4.73828125,1.246466307692308,64.81624800000002,52
5,20,160,12,ok,0,1262,4.9296875,1.0762239807692304,55.96364699999999,52
5,20,160,13,ok,0,1243,4.85546875,1.3170785576923076,68.488085,52
5,20,160,14,ok,0,1210,4.7265625,1.2777730576923079,66.44419900000001,52
5,20,160,15,ok,0,1274,4.9765625,0.9392761923076924,48.84236200000001,52
5,20,160,16,ok,0,1264,4.9375,1.1570189999999998,60.164987999999994,52
5,20,160,17,ok,0,1266,4.9453125,1.009153980769231,52.47600700000001,52
5,20,160,18,ok,0,1218,4.7578125,1.283982596153846,66.767095,52
