simulation_window,planning_window,num_agents,seed,status,returncode,completed_tasks,throughput_per_step,run_dir
1,5,32,14,ok,0,515,2.01171875,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_5/agents_32/seed_14
1,5,32,15,ok,0,529,2.06640625,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_5/agents_32/seed_15
1,5,32,16,ok,0,521,2.03515625,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_5/agents_32/seed_16
1,5,32,17,ok,0,555,2.16796875,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_5/agents_32/seed_17
1,5,32,18,ok,0,526,2.0546875,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_5/agents_32/seed_18
1,5,32,19,ok,0,532,2.078125,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_5/agents_32/seed_19
1,5,40,10,ok,0,626,2.4453125,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_5/agents_40/seed_10
1,5,40,11,ok,0,652,2.546875,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_5/agents_40/seed_11
1,5,40,12,ok,0,681,2.66015625,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_5/agents_40/seed_12
1,5,40,13,ok,0,649,2.53515625,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_5/agents_40/seed_13
1,5,40,14,ok,0,659,2.57421875,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_5/agents_40/seed_14
1,5,40,15,ok,0,667,2.60546875,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_5/agents_40/seed_15
1,5,40,16,ok,0,625,2.44140625,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_5/agents_40/seed_16
1,5,40,17,ok,0,650,2.5390625,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_5/agents_40/seed_17
1,5,40,18,ok,0,629,2.45703125,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_5/agents_40/seed_18
1,5,40,19,ok,0,632,2.46875,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_5/agents_40/seed_19
1,5,48,10,ok,0,745,2.91015625,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_5/agents_48/seed_10
1,5,48,11,ok,0,754,2.9453125,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_5/agents_48/seed_11
1,5,48,12,ok,0,774,3.0234375,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_5/agents_48/seed_12
1,5,48,13,ok,0,759,2.96484375,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_5/agents_48/seed_13
1,5,48,14,ok,0,734,2.8671875,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_5/agents_48/seed_14
1,5,48,15,ok,0,770,3.0078125,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_5/agents_48/seed_15
1,5,48,16,ok,0,748,2.921875,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_5/agents_48/seed_16
1,5,48,17,ok,0,773,3.01953125,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_5/agents_48/seed_17
1,5,48,18,ok,0,779,3.04296875,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_5/agents_48/seed_18
1,5,48,19,ok,0,779,3.04296875,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_5/agents_48/seed_19
1,5,56,10,ok,0,835,3.26171875,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_5/agents_56/seed_10
1,5,56,11,ok,0,884,3.453125,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_5/agents_56/seed_11
1,5,56,12,ok,0,881,3.44140625,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_5/agents_56/seed_12
1,5,56,13,ok,0,864,3.375,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_5/agents_56/seed_13
1,5,56,14,ok,0,852,3.328125,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_5/agents_56/seed_14
1,5,56,15,ok,0,863,3.37109375,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_5/agents_56/seed_15
1,5,56,16,ok,0,810,3.1640625,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_5/agents_56/seed_16
1,5,56,17,ok,0,863,3.37109375,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_5/agents_56/seed_17
1,5,56,18,ok,0,865,3.37890625,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_5/agents_56/seed_18
1,5,56,19,ok,0,873,3.41015625,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_5/agents_56/seed_19
1,10,24,10,ok,0,413,1.61328125,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_10/agents_24/seed_10
1,10,24,11,ok,0,404,1.578125,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_10/agents_24/seed_11
1,10,24,12,ok,0,422,1.6484375,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_10/agents_24/seed_12
1,10,24,13,ok,0,401,1.56640625,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_10/agents_24/seed_13
1,10,24,14,ok,0,420,1.640625,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_10/agents_24/seed_14
1,10,24,15,ok,0,416,1.625,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_10/agents_24/seed_15
1,10,24,16,ok,0,402,1.5703125,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_10/agents_24/seed_16
1,10,24,17,ok,0,409,1.59765625,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_10/agents_24/seed_17
1,10,24,18,ok,0,398,1.5546875,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_10/agents_24/seed_18
1,10,24,19,ok,0,410,1.6015625,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_10/agents_24/seed_19
1,10,32,10,ok,0,515,2.01171875,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_10/agents_32/seed_10
1,10,32,11,ok,0,545,2.12890625,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_10/agents_32/seed_11
1,10,32,12,ok,0,558,2.1796875,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_10/agents_32/seed_12
1,10,32,13,ok,0,523,2.04296875,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_10/agents_32/seed_13
1,10,32,14,ok,0,515,2.01171875,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_10/agents_32/seed_14
1,10,32,15,ok,0,537,2.09765625,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_10/agents_32/seed_15
1,10,32,16,ok,0,535,2.08984375,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_10/agents_32/seed_16
1,10,32,17,ok,0,536,2.09375,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_10/agents_32/seed_17
1,10,32,18,ok,0,523,2.04296875,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_10/agents_32/seed_18
1,10,32,19,ok,0,526,2.0546875,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_10/agents_32/seed_19
1,10,40,10,ok,0,623,2.43359375,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_10/agents_40/seed_10
1,10,40,11,ok,0,665,2.59765625,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_10/agents_40/seed_11
1,10,40,12,ok,0,651,2.54296875,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_10/agents_40/seed_12
1,10,40,13,ok,0,681,2.66015625,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_10/agents_40/seed_13
1,10,40,14,ok,0,672,2.625,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_10/agents_40/seed_14
1,10,40,15,ok,0,657,2.56640625,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_10/agents_40/seed_15
1,10,40,16,ok,0,633,2.47265625,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_10/agents_40/seed_16
1,10,40,17,ok,0,674,2.6328125,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_10/agents_40/seed_17
1,10,40,18,ok,0,662,2.5859375,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_10/agents_40/seed_18
1,10,40,19,ok,0,650,2.5390625,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_10/agents_40/seed_19
1,10,48,10,ok,0,772,3.015625,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_10/agents_48/seed_10
1,10,48,11,ok,0,757,2.95703125,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_10/agents_48/seed_11
1,10,48,12,ok,0,780,3.046875,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_10/agents_48/seed_12
1,10,48,13,ok,0,775,3.02734375,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_10/agents_48/seed_13
1,10,48,14,ok,0,770,3.0078125,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_10/agents_48/seed_14
1,10,48,15,ok,0,780,3.046875,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_10/agents_48/seed_15
1,10,48,16,ok,0,773,3.01953125,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_10/agents_48/seed_16
1,10,48,17,ok,0,788,3.078125,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_10/agents_48/seed_17
1,10,48,18,ok,0,771,3.01171875,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_10/agents_48/seed_18
1,10,48,19,ok,0,745,2.91015625,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_10/agents_48/seed_19
1,10,56,10,ok,0,894,3.4921875,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_10/agents_56/seed_10
1,10,56,11,ok,0,870,3.3984375,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_10/agents_56/seed_11
1,10,56,12,ok,0,896,3.5,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_10/agents_56/seed_12
1,10,56,13,ok,0,868,3.390625,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_10/agents_56/seed_13
1,10,56,14,ok,0,906,3.5390625,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_10/agents_56/seed_14
1,10,56,15,ok,0,891,3.48046875,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_10/agents_56/seed_15
1,10,56,16,ok,0,885,3.45703125,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_10/agents_56/seed_16
1,10,56,17,ok,0,911,3.55859375,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_10/agents_56/seed_17
1,10,56,18,ok,0,879,3.43359375,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_10/agents_56/seed_18
1,10,56,19,ok,0,873,3.41015625,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_10/agents_56/seed_19
1,20,24,10,ok,0,398,1.5546875,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_20/agents_24/seed_10
1,20,24,11,ok,0,400,1.5625,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_20/agents_24/seed_11
1,20,24,12,ok,0,416,1.625,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_20/agents_24/seed_12
1,20,24,13,ok,0,405,1.58203125,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_20/agents_24/seed_13
1,20,24,14,ok,0,406,1.5859375,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_20/agents_24/seed_14
1,20,24,15,ok,0,425,1.66015625,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_20/agents_24/seed_15
1,20,24,16,ok,0,395,1.54296875,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_20/agents_24/seed_16
1,20,24,17,ok,0,432,1.6875,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_20/agents_24/seed_17
1,20,24,18,ok,0,395,1.54296875,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_20/agents_24/seed_18
1,20,24,19,ok,0,393,1.53515625,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_20/agents_24/seed_19
1,20,32,10,ok,0,528,2.0625,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_20/agents_32/seed_10
1,20,32,11,ok,0,537,2.09765625,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_20/agents_32/seed_11
1,20,32,12,ok,0,532,2.078125,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_20/agents_32/seed_12
1,20,32,13,ok,0,525,2.05078125,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_20/agents_32/seed_13
1,20,32,14,ok,0,535,2.08984375,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_20/agents_32/seed_14
1,20,32,15,ok,0,557,2.17578125,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_20/agents_32/seed_15
1,20,32,16,ok,0,536,2.09375,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_20/agents_32/seed_16
1,20,32,17,ok,0,527,2.05859375,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_20/agents_32/seed_17
1,20,32,18,ok,0,532,2.078125,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_20/agents_32/seed_18
1,20,32,19,ok,0,539,2.10546875,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_20/agents_32/seed_19
1,20,40,10,ok,0,655,2.55859375,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_20/agents_40/seed_10
1,20,40,11,ok,0,648,2.53125,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_20/agents_40/seed_11
1,20,40,12,ok,0,634,2.4765625,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_20/agents_40/seed_12
1,20,40,13,ok,0,648,2.53125,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_20/agents_40/seed_13
1,20,40,14,ok,0,679,2.65234375,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_20/agents_40/seed_14
1,20,40,15,ok,0,659,2.57421875,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_20/agents_40/seed_15
1,20,40,16,ok,0,651,2.54296875,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_20/agents_40/seed_16
1,20,40,17,ok,0,673,2.62890625,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_20/agents_40/seed_17
1,20,40,18,ok,0,664,2.59375,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_20/agents_40/seed_18
1,20,40,19,ok,0,654,2.5546875,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_20/agents_40/seed_19
1,20,48,10,ok,0,775,3.02734375,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_20/agents_48/seed_10
1,20,48,11,ok,0,767,2.99609375,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_20/agents_48/seed_11
1,20,48,12,ok,0,784,3.0625,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_20/agents_48/seed_12
1,20,48,13,ok,0,791,3.08984375,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_20/agents_48/seed_13
1,20,48,14,ok,0,772,3.015625,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_20/agents_48/seed_14
1,20,48,15,ok,0,763,2.98046875,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_20/agents_48/seed_15
1,20,48,16,ok,0,766,2.9921875,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_20/agents_48/seed_16
1,20,48,17,ok,0,793,3.09765625,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_20/agents_48/seed_17
1,20,48,18,ok,0,773,3.01953125,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_20/agents_48/seed_18
1,20,48,19,ok,0,759,2.96484375,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_20/agents_48/seed_19
1,20,56,10,ok,0,882,3.4453125,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_20/agents_56/seed_10
1,20,56,11,ok,0,901,3.51953125,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_20/agents_56/seed_11
1,20,56,12,ok,0,867,3.38671875,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_20/agents_56/seed_12
1,20,56,13,ok,0,869,3.39453125,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_20/agents_56/seed_13
1,20,56,14,ok,0,891,3.48046875,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_20/agents_56/seed_14
1,20,56,15,ok,0,898,3.5078125,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_20/agents_56/seed_15
1,20,56,16,ok,0,950,3.7109375,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_20/agents_56/seed_16
1,20,56,17,ok,0,944,3.6875,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_20/agents_56/seed_17
1,20,56,18,ok,0,871,3.40234375,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_20/agents_56/seed_18
1,20,56,19,ok,0,847,3.30859375,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_1_plan_20/agents_56/seed_19
5,5,24,10,ok,0,407,1.58984375,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_5_plan_5/agents_24/seed_10
5,5,24,11,ok,0,412,1.609375,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_5_plan_5/agents_24/seed_11
5,5,24,12,ok,0,401,1.56640625,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_5_plan_5/agents_24/seed_12
5,5,24,13,ok,0,424,1.65625,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_5_plan_5/agents_24/seed_13
5,5,24,14,ok,0,396,1.546875,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_5_plan_5/agents_24/seed_14
5,5,24,15,ok,0,414,1.6171875,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_5_plan_5/agents_24/seed_15
5,5,24,16,ok,0,399,1.55859375,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_5_plan_5/agents_24/seed_16
5,5,24,17,ok,0,404,1.578125,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_5_plan_5/agents_24/seed_17
5,5,24,18,ok,0,415,1.62109375,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_5_plan_5/agents_24/seed_18
5,5,24,19,ok,0,405,1.58203125,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_5_plan_5/agents_24/seed_19
5,5,32,10,ok,0,521,2.03515625,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_5_plan_5/agents_32/seed_10
5,5,32,11,ok,0,546,2.1328125,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_5_plan_5/agents_32/seed_11
5,5,32,12,ok,0,541,2.11328125,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_5_plan_5/agents_32/seed_12
5,5,32,13,ok,0,521,2.03515625,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_5_plan_5/agents_32/seed_13
5,5,32,14,ok,0,533,2.08203125,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_5_plan_5/agents_32/seed_14
5,5,32,15,ok,0,534,2.0859375,/home/shiqi/masterarbeit/RHCR/exp2/rhcr_baseline_windows_20260514_165810/sim_5_plan_5/agents_32/seed_15
