0.053933,65,130,18031,60215,11609,11567,46.3477,65,0,256,10
0.063,79,158,20388,67533,11382,11314,45.4609,77,1,256,10
0.068561,90,180,20733,68121,11151,11064,44.5586,99,2,256,10
0.072322,97,194,20917,68451,10941,10835,43.7383,107,3,256,10
0.07824,102,204,22037,72085,10817,10702,43.2539,115,4,256,10
0.0817,111,222,22388,73203,10613,10487,42.457,124,5,256,10
0.083632,116,232,22187,72325,10389,10261,41.582,119,6,256,10
0.078542,107,214,21294,69348,10195,10077,40.8242,123,7,256,10
0.082177,124,249,21454,69827,10014,9899,40.1172,132,8,256,10
0.088063,122,245,22285,72453,9845,9727,39.457,143,9,256,10
0.078411,115,230,20396,66394,9711,9601,38.9336,132,10,256,10
0.080892,117,234,20678,67499,9539,9419,38.2617,133,11,256,10
0.077273,114,228,19657,64098,9307,9191,37.3555,143,12,256,10
0.093958,135,270,23347,75545,9219,9072,37.0117,150,13,256,10
0.095003,132,264,23390,75419,9090,8948,36.5078,155,14,256,10
0.108714,149,298,25294,81255,8959,8797,35.9961,181,15,256,10
0.117633,153,307,26430,85260,8857,8689,35.5977,180,16,256,10
0.128744,178,356,28392,91930,8798,8615,35.3672,194,17,256,10
0.118742,165,330,26739,86923,8675,8489,34.8867,190,18,256,10
0.126873,174,348,27877,90245,8639,8452,34.7461,202,19,256,10
0.146526,184,368,30343,98038,8497,8306,34.1914,214,20,256,10
0.134842,183,367,29062,94016,8405,8229,33.832,199,21,256,10
0.131152,174,348,27236,87956,8342,8177,33.5859,195,22,256,10
0.125617,168,336,26715,86407,8128,7967,32.75,190,23,256,10
0.117709,166,332,24751,80323,7972,7805,32.1406,175,24,256,10
0.125787,170,340,27203,87422,7875,7699,31.7617,176,25,256,10
0.137086,180,360,29006,93792,7872,7671,31.75,206,26,256,10
0.148926,196,392,30594,98779,7895,7696,31.8398,223,27,256,10
0.160899,188,376,35022,112955,7909,7696,31.8945,233,28,256,10
0.144252,188,376,29946,96805,7826,7616,31.5703,218,29,256,10
0.138489,179,359,28947,93402,8031,7817,32.3711,214,30,256,10
0.156042,200,400,32843,105648,7905,7686,31.8789,231,31,256,10
