simulation_window,planning_window,num_agents,seed,status,returncode,completed_tasks,throughput_per_step,mean_solver_time,total_solver_time,planning_calls
1,5,64,10,ok,0,319,1.24609375,0.0037771015625000003,0.9669380000000001,256
1,5,64,11,ok,0,338,1.3203125,0.003660999999999998,0.9372159999999995,256
1,5,64,12,ok,0,327,1.27734375,0.0038716328125000003,0.9911380000000001,256
1,5,64,13,ok,0,295,1.15234375,0.004003332031250001,1.0248530000000002,256
1,5,64,14,ok,0,301,1.17578125,0.0037293867187499995,0.9547229999999999,256
1,5,64,15,ok,0,313,1.22265625,0.00388880859375,0.995535,256
1,5,64,16,ok,0,327,1.27734375,0.0035681640625000004,0.9134500000000001,256
1,5,64,17,ok,0,316,1.234375,0.0038487734374999987,0.9852859999999997,256
1,5,64,18,ok,0,311,1.21484375,0.0037083476562499986,0.9493369999999997,256
1,5,64,19,ok,0,314,1.2265625,0.0040254882812500005,1.0305250000000001,256
1,5,128,10,ok,0,616,2.40625,0.015072542968749996,3.858570999999999,256
1,5,128,11,ok,0,613,2.39453125,0.015294843750000005,3.9154800000000014,256
1,5,128,12,ok,0,640,2.5,0.0158107421875,4.04755,256
1,5,128,13,ok,0,593,2.31640625,0.015902113281249998,4.0709409999999995,256
1,5,128,14,ok,0,611,2.38671875,0.015145636718749992,3.877282999999998,256
1,5,128,15,ok,0,607,2.37109375,0.015422433593749988,3.948142999999997,256
1,5,128,16,ok,0,611,2.38671875,0.016522976562499996,4.229881999999999,256
1,5,128,17,ok,0,622,2.4296875,0.014913761718750009,3.817923000000002,256
1,5,128,18,ok,0,582,2.2734375,0.016454621093750003,4.212383000000001,256
1,5,128,19,ok,0,625,2.44140625,0.015358390624999992,3.931747999999998,256
1,5,192,10,ok,0,894,3.4921875,0.044893519531249974,11.492740999999993,256
1,5,192,11,ok,0,842,3.2890625,0.051009289062500004,13.058378000000001,256
1,5,192,12,ok,0,896,3.5,0.04299406640625,11.006481,256
1,5,192,13,ok,0,849,3.31640625,0.046618980468749995,11.934458999999999,256
1,5,192,14,ok,0,899,3.51171875,0.043664445312500015,11.178098000000004,256
1,5,192,15,ok,0,878,3.4296875,0.04624424218750001,11.838526000000003,256
1,5,192,16,ok,0,876,3.421875,0.043055140624999995,11.022115999999999,256
1,5,192,17,ok,0,899,3.51171875,0.04167099218749999,10.667773999999998,256
1,5,192,18,ok,0,875,3.41796875,0.04537382031249998,11.615697999999995,256
1,5,192,19,ok,0,865,3.37890625,0.04874484375000004,12.47868000000001,256
1,5,256,10,ok,0,1097,4.28515625,0.10437779296874997,26.72071499999999,256
1,5,256,11,ok,0,877,3.42578125,0.280821734375,71.890364,256
1,5,256,12,ok,0,1132,4.421875,0.1152798203125,29.511634,256
1,5,256,13,ok,0,973,3.80078125,0.20732289062500003,53.07466000000001,256
1,5,256,14,ok,0,1103,4.30859375,0.11277459374999997,28.870295999999993,256
1,5,256,15,ok,0,1141,4.45703125,0.10583726562500007,27.094340000000017,256
1,5,256,16,ok,0,1112,4.34375,0.1131254140625,28.960106,256
1,5,256,17,ok,0,1096,4.28125,0.11289001562500003,28.89984400000001,256
1,5,256,18,ok,0,1105,4.31640625,0.10874910156250006,27.839770000000016,256
1,5,256,19,ok,0,1102,4.3046875,0.11621912500000002,29.752096000000005,256
1,5,320,10,ok,0,938,3.6640625,0.5831775664062498,149.29345699999996,256
1,5,320,11,ok,0,905,3.53515625,0.7197122773437495,184.24634299999988,256
1,5,320,12,ok,0,949,3.70703125,0.6580735898437499,168.46683899999996,256
1,5,320,13,ok,0,1020,3.984375,0.6035284101562506,154.50327300000015,256
1,5,320,14,ok,0,912,3.5625,0.7555588945312501,193.42307700000003,256
1,5,320,15,ok,0,1044,4.078125,0.5384079492187499,137.83243499999998,256
1,5,320,16,ok,0,995,3.88671875,0.6361020312500001,162.84212000000002,256
1,5,320,17,ok,0,1101,4.30078125,0.4737082851562502,121.26932100000005,256
1,5,320,18,ok,0,1153,4.50390625,0.38710705078125,99.099405,256
1,5,320,19,ok,0,1175,4.58984375,0.3498163398437501,89.55298300000003,256
1,5,384,10,ok,0,1115,4.35546875,0.83399676953125,213.503173,256
1,5,384,11,ok,0,764,2.984375,1.3454824179687501,344.44349900000003,256
1,5,384,12,ok,0,948,3.703125,1.1880735351562495,304.14682499999986,256
1,5,384,13,ok,0,951,3.71484375,1.265651714843751,324.00683900000024,256
1,5,384,14,ok,0,805,3.14453125,1.2601958281249996,322.6101319999999,256
1,5,384,15,ok,0,849,3.31640625,1.3853069609374995,354.6385819999999,256
1,5,384,16,ok,0,943,3.68359375,1.40872833984375,360.634455,256
1,5,384,17,ok,0,1074,4.1953125,1.0590035664062503,271.10491300000007,256
1,5,384,18,ok,0,1085,4.23828125,1.0971145273437504,280.8613190000001,256
1,5,384,19,ok,0,978,3.8203125,1.0896839257812505,278.95908500000013,256
1,10,64,10,ok,0,316,1.234375,0.005081289062499999,1.3008099999999998,256
1,10,64,11,ok,0,304,1.1875,0.005258707031249998,1.3462289999999995,256
