0.008903,32,64,4988,16717,2965,2961,31.8854,41,0,96,17
0.009604,38,76,5271,17626,2870,2865,30.8958,37,1,96,17
0.009041,36,72,5009,16635,2774,2770,29.8958,36,2,96,17
0.009237,37,74,5076,16790,2678,2674,28.8958,38,3,96,17
0.008297,33,66,4510,14888,2583,2579,27.9062,33,4,96,17
0.007601,28,56,4255,14001,2533,2530,27.3854,27,5,96,17
0.006676,22,45,3774,12273,2437,2435,26.3854,22,6,96,17
0.005561,16,33,3302,10672,2342,2340,25.3958,18,7,96,17
0.005373,14,28,3204,10346,2294,2290,24.8958,15,8,96,17
0.005212,14,28,3051,9824,2239,2233,24.3229,16,9,96,17
0.005529,16,32,3068,9809,2146,2138,23.3542,21,10,96,17
0.006143,21,43,3287,10416,2107,2093,22.9479,25,11,96,17
0.006432,22,45,3334,10523,2013,1998,21.9688,28,12,96,17
0.006053,21,42,3093,9753,1944,1930,21.25,28,13,96,17
0.0067,24,48,3381,10620,1978,1959,21.6042,32,14,96,17
0.007569,25,50,3711,11522,1913,1893,20.9271,32,15,96,17
0.007968,28,56,3772,11708,1845,1823,20.2188,35,16,96,17
0.0084,31,62,3803,11784,1830,1801,20.0625,44,17,96,17
0.007778,30,60,3388,10518,1770,1742,19.4375,48,18,96,17
0.009249,35,70,3621,11187,1810,1779,19.8542,45,19,96,17
0.009313,39,78,3865,11974,1779,1746,19.5312,52,20,96,17
0.010292,45,90,4026,12443,1736,1700,19.0833,61,21,96,17
0.010915,46,92,4252,13091,1709,1663,18.8021,54,22,96,17
0.009873,46,92,3835,11827,1679,1638,18.4896,58,23,96,17
0.011059,51,102,4033,12359,1625,1567,17.9271,73,24,96,17
0.009868,44,88,3782,11549,1580,1524,17.4583,63,25,96,17
0.011279,50,100,4317,13090,1617,1556,17.8438,72,26,96,17
0.012976,58,116,4820,14524,1538,1468,17.0208,70,27,96,17
0.013927,61,122,5094,15399,1506,1430,16.6875,86,28,96,17
0.012844,57,114,4542,13776,1451,1381,16.1146,84,29,96,17
0.012107,53,106,4283,13016,1440,1375,16,76,30,96,17
0.013979,59,119,4846,14633,1492,1428,16.5417,78,31,96,17
0.017242,68,136,6108,18519,1500,1428,16.625,88,32,96,17
0.016401,72,144,5879,17915,1514,1445,16.7708,91,33,96,17
0.017239,77,154,5883,17693,1458,1382,16.1875,92,34,96,17
0.017391,74,148,5654,16941,1428,1350,15.875,105,35,96,17
0.016536,69,138,5518,16591,1417,1335,15.7604,107,36,96,17
0.020371,74,149,6972,20792,1513,1419,16.7604,103,37,96,17
0.020387,75,151,6806,20297,1565,1471,17.3021,111,38,96,17
0.019215,73,147,6420,19373,1536,1446,17,131,39,96,17
0.0196,79,159,6498,19599,1550,1464,17.1458,120,40,96,17
0.019825,74,149,6542,19507,1543,1457,17.0729,123,41,96,17
0.020813,74,149,7039,20864,1530,1430,16.9375,112,42,96,17
0.022565,85,170,7629,22398,1575,1467,17.4062,125,43,96,17
0.023451,84,168,7533,22222,1590,1490,17.5625,125,44,96,17
0.024501,84,168,7550,22449,1515,1412,16.7812,116,45,96,17
0.023236,78,156,7164,21527,1530,1432,16.9375,111,46,96,17
0.022732,80,161,6964,20961,1547,1457,17.1146,117,47,96,17
0.020209,70,140,6053,18371,1544,1458,17.0833,117,48,96,17
0.023683,79,158,7360,22037,1647,1556,18.1562,126,49,96,17
0.026109,83,167,8150,24279,1667,1574,18.3646,124,50,96,17
0.026572,84,169,8183,24228,1654,1563,18.2292,120,51,96,17
0.02498,89,178,7595,22730,1619,1534,17.8646,125,52,96,17
0.021914,82,164,6617,19877,1615,1537,17.8229,113,53,96,17
0.019919,74,148,6278,19013,1555,1478,17.1979,99,54,96,17
0.018653,75,150,5794,17714,1531,1444,16.9479,98,55,96,17
0.017132,72,144,5543,16735,1492,1409,16.5417,100,56,96,17
0.01717,65,130,5561,16616,1532,1434,16.9583,101,57,96,17
0.019334,66,132,6127,18244,1497,1399,16.5938,106,58,96,17
0.021163,76,152,6900,20396,1468,1366,16.2917,108,59,96,17
0.020248,68,136,6363,19243,1481,1388,16.4271,105,60,96,17
0.019152,70,140,6473,19229,1471,1385,16.3229,95,61,96,17
0.018215,71,142,5975,18025,1521,1440,16.8438,103,62,96,17
0.018195,75,150,5759,17359,1524,1442,16.875,104,63,96,17
0.02106,90,180,6300,18865,1460,1368,16.2083,113,64,96,17
0.019975,76,152,6034,18149,1425,1332,15.8438,115,65,96,17
0.026377,91,182,8233,24261,1449,1333,16.0938,127,66,96,17
0.019813,70,140,6377,18852,1447,1338,16.0729,135,67,96,17
0.02337,82,164,7535,21912,1425,1315,15.8438,127,68,96,17
0.02779,84,168,8997,26204,1416,1296,15.75,124,69,96,17
0.033721,80,160,10255,30636,1483,1355,16.4479,137,70,96,17
0.039405,94,188,12747,37634,1554,1422,17.1875,143,71,96,17
0.033917,84,168,10521,31178,1617,1484,17.8438,147,72,96,17
0.026607,84,168,8417,25167,1637,1518,18.0521,166,73,96,17
0.027345,81,162,8595,25662,1641,1517,18.0938,160,74,96,17
0.028629,87,174,8819,26042,1634,1516,18.0208,161,75,96,17
0.055123,87,174,8334,24851,1601,1490,17.6771,155,76,96,17
0.05159,88,176,7883,23239,1636,1530,18.0417,146,77,96,17
0.04494,81,163,6709,20328,1590,1497,17.5625,133,78,96,17
0.042903,73,146,7520,22513,1607,1515,17.7396,136,79,96,17
0.026158,76,152,7964,23985,1598,1501,17.6458,127,80,96,17
0.022474,74,148,7507,22568,1560,1457,17.25,123,81,96,17
0.027193,76,152,9398,28010,1548,1432,17.125,117,82,96,17
0.038565,82,164,9436,27789,1566,1446,17.3125,119,83,96,17
0.040858,92,184,9548,28207,1547,1421,17.1146,135,84,96,17
0.029581,84,168,9472,28026,1519,1394,16.8229,134,85,96,17
0.029633,89,178,8719,25823,1496,1382,16.5833,135,86,96,17
0.039799,91,182,12638,37714,1571,1457,17.3646,138,87,96,17
0.035621,94,188,10331,30692,1571,1460,17.3646,125,88,96,17
0.034614,95,190,10085,30401,1503,1386,16.6562,119,89,96,17
0.036641,84,168,11056,33030,1532,1415,16.9583,119,90,96,17
0.034348,89,178,10500,31706,1542,1432,17.0625,114,91,96,17
0.023356,77,154,7269,21648,1515,1413,16.7812,126,92,96,17
0.029307,87,174,9219,27462,1566,1472,17.3125,113,93,96,17
0.026812,78,156,7888,23551,1638,1540,18.0625,122,94,96,17
0.025533,84,168,8360,24914,1589,1487,17.5521,125,95,96,17
0.029356,83,166,9531,28167,1533,1421,16.9688,122,96,96,17
0.025443,80,160,7981,23783,1490,1380,16.5208,133,97,96,17
0.025049,87,174,7470,22113,1499,1396,16.6146,134,98,96,17
0.024274,90,180,7529,22592,1455,1357,16.1562,128,99,96,17
0.024377,91,182,7613,22979,1475,1371,16.3646,137,100,96,17
0.023089,86,172,7161,21763,1477,1370,16.3854,147,101,96,17
0.025303,92,185,7929,23729,1522,1413,16.8542,136,102,96,17
0.026617,96,192,8570,25285,1534,1416,16.9792,147,103,96,17
0.025264,88,176,8285,24530,1579,1467,17.4479,143,104,96,17
0.026414,89,178,8481,25092,1545,1419,17.0938,144,105,96,17
0.026713,93,186,8336,24579,1508,1390,16.7083,145,106,96,17
0.026043,90,180,8028,23901,1470,1357,16.3125,146,107,96,17
0.025076,87,174,7858,23379,1446,1336,16.0625,122,108,96,17
0.02683,90,180,8287,24582,1427,1308,15.8646,135,109,96,17
0.031794,103,206,9690,28923,1488,1364,16.5,148,110,96,17
0.029351,103,206,8801,25986,1560,1426,17.25,165,111,96,17
0.040236,103,206,9215,27173,1537,1406,17.0104,166,112,96,17
0.032909,98,195,10089,29636,1593,1473,17.5938,155,113,96,17
0.0248,88,176,7455,22168,1538,1429,17.0208,148,114,96,17
0.030215,81,162,9537,28679,1524,1417,16.875,140,115,96,17
0.024133,78,156,7493,22475,1496,1400,16.5833,127,116,96,17
0.023997,75,151,7447,22414,1466,1371,16.2708,114,117,96,17
0.023806,77,154,7414,22012,1513,1425,16.7604,106,118,96,17
0.021959,72,145,6694,20282,1501,1414,16.6354,94,119,96,17
0.025116,74,148,7774,23481,1601,1508,17.6771,93,120,96,17
0.021611,65,130,6801,20438,1517,1433,16.8021,95,121,96,17
0.015934,60,121,5205,15795,1547,1452,17.1146,88,122,96,17
